size,algorithm,data_type,run_index,seed,time_s,comparisons,metadata,hostname,cpu_info,compiler_info,timestamp
1000,chaining,search,4,46,0.000008082,1000,"load_factor=0.7003;collisions=225;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
1000,open_addressing,search,4,46,0.000015315,1000,"load_factor=0.7003;total_probes=2078;max_cluster=45","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search,0,42,0.000017054,2000,"load_factor=0.7000;collisions=447;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search,0,42,0.000033264,2000,"load_factor=0.7000;total_probes=4489;max_cluster=65","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search,1,43,0.000019261,2000,"load_factor=0.7000;collisions=454;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search,1,43,0.000031024,2000,"load_factor=0.7000;total_probes=3954;max_cluster=49","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search,2,44,0.000027996,2000,"load_factor=0.7000;collisions=460;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search,2,44,0.000027463,2000,"load_factor=0.7000;total_probes=4316;max_cluster=68","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search,3,45,0.000016244,2000,"load_factor=0.7000;collisions=437;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search,3,45,0.000046761,2000,"load_factor=0.7000;total_probes=4118;max_cluster=59","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search,4,46,0.000031419,2000,"load_factor=0.7000;collisions=452;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search,4,46,0.000032112,2000,"load_factor=0.7000;total_probes=4066;max_cluster=37","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search,0,42,0.000026913,3000,"load_factor=0.7001;collisions=679;max_chain=4","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search,0,42,0.000040002,3000,"load_factor=0.7001;total_probes=6985;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search,1,43,0.000020352,3000,"load_factor=0.7001;collisions=664;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search,1,43,0.000095665,3000,"load_factor=0.7001;total_probes=6316;max_cluster=43","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search,2,44,0.000021351,3000,"load_factor=0.7001;collisions=655;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search,2,44,0.000106070,3000,"load_factor=0.7001;total_probes=6383;max_cluster=70","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search,3,45,0.000021803,3000,"load_factor=0.7001;collisions=667;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search,3,45,0.000041109,3000,"load_factor=0.7001;total_probes=6465;max_cluster=61","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search,4,46,0.000021819,3000,"load_factor=0.7001;collisions=683;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search,4,46,0.000041606,3000,"load_factor=0.7001;total_probes=6513;max_cluster=63","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search,0,42,0.000053584,4000,"load_factor=0.7000;collisions=914;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search,0,42,0.000068422,4000,"load_factor=0.7000;total_probes=9405;max_cluster=120","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search,1,43,0.000028988,4000,"load_factor=0.7000;collisions=874;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search,1,43,0.000132044,4000,"load_factor=0.7000;total_probes=8240;max_cluster=54","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search,2,44,0.000031141,4000,"load_factor=0.7000;collisions=881;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search,2,44,0.000056406,4000,"load_factor=0.7000;total_probes=8526;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search,3,45,0.000031296,4000,"load_factor=0.7000;collisions=915;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search,3,45,0.000057175,4000,"load_factor=0.7000;total_probes=8537;max_cluster=56","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search,4,46,0.000034857,4000,"load_factor=0.7000;collisions=916;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search,4,46,0.000060484,4000,"load_factor=0.7000;total_probes=8501;max_cluster=65","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search,0,42,0.000093732,5000,"load_factor=0.7001;collisions=1111;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search,0,42,0.000145050,5000,"load_factor=0.7001;total_probes=11739;max_cluster=132","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search,1,43,0.000068504,5000,"load_factor=0.7001;collisions=1099;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search,1,43,0.000074040,5000,"load_factor=0.7001;total_probes=10546;max_cluster=60","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search,2,44,0.000041991,5000,"load_factor=0.7001;collisions=1118;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search,2,44,0.000086942,5000,"load_factor=0.7001;total_probes=10655;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search,3,45,0.000043134,5000,"load_factor=0.7001;collisions=1115;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search,3,45,0.000079534,5000,"load_factor=0.7001;total_probes=10841;max_cluster=59","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search,4,46,0.000042653,5000,"load_factor=0.7001;collisions=1089;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search,4,46,0.000079108,5000,"load_factor=0.7001;total_probes=10541;max_cluster=91","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search,0,42,0.000058472,6000,"load_factor=0.7000;collisions=1343;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search,0,42,0.000100613,6000,"load_factor=0.7000;total_probes=13852;max_cluster=98","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search,1,43,0.000053502,6000,"load_factor=0.7000;collisions=1356;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search,1,43,0.000102410,6000,"load_factor=0.7000;total_probes=12541;max_cluster=66","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search,2,44,0.000053576,6000,"load_factor=0.7000;collisions=1343;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search,2,44,0.000107900,6000,"load_factor=0.7000;total_probes=12843;max_cluster=89","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search,3,45,0.000059813,6000,"load_factor=0.7000;collisions=1348;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search,3,45,0.000107308,6000,"load_factor=0.7000;total_probes=12897;max_cluster=70","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search,4,46,0.000059984,6000,"load_factor=0.7000;collisions=1338;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search,4,46,0.000111258,6000,"load_factor=0.7000;total_probes=12946;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search,0,42,0.000072631,7000,"load_factor=0.7000;collisions=1530;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search,0,42,0.000126479,7000,"load_factor=0.7000;total_probes=15944;max_cluster=103","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search,1,43,0.000068888,7000,"load_factor=0.7000;collisions=1550;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search,1,43,0.000125403,7000,"load_factor=0.7000;total_probes=14846;max_cluster=89","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search,2,44,0.000062476,7000,"load_factor=0.7000;collisions=1539;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search,2,44,0.000158512,7000,"load_factor=0.7000;total_probes=14972;max_cluster=69","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search,3,45,0.000053876,7000,"load_factor=0.7000;collisions=1575;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search,3,45,0.000105131,7000,"load_factor=0.7000;total_probes=15601;max_cluster=54","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search,4,46,0.000053233,7000,"load_factor=0.7000;collisions=1591;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search,4,46,0.000098994,7000,"load_factor=0.7000;total_probes=14647;max_cluster=59","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search,0,42,0.000065501,8000,"load_factor=0.7000;collisions=1792;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search,0,42,0.000117522,8000,"load_factor=0.7000;total_probes=17920;max_cluster=76","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search,1,43,0.000066951,8000,"load_factor=0.7000;collisions=1747;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search,1,43,0.000121617,8000,"load_factor=0.7000;total_probes=17089;max_cluster=74","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search,2,44,0.000101235,8000,"load_factor=0.7000;collisions=1766;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search,2,44,0.000122801,8000,"load_factor=0.7000;total_probes=17264;max_cluster=62","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search,3,45,0.000068663,8000,"load_factor=0.7000;collisions=1816;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search,3,45,0.000127991,8000,"load_factor=0.7000;total_probes=17804;max_cluster=57","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search,4,46,0.000071018,8000,"load_factor=0.7000;collisions=1782;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search,4,46,0.000128034,8000,"load_factor=0.7000;total_probes=17171;max_cluster=64","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search,0,42,0.000080854,9000,"load_factor=0.7000;collisions=2022;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search,0,42,0.000146674,9000,"load_factor=0.7000;total_probes=20843;max_cluster=117","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search,1,43,0.000099762,9000,"load_factor=0.7000;collisions=1998;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search,1,43,0.000170270,9000,"load_factor=0.7000;total_probes=19261;max_cluster=109","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search,2,44,0.000088047,9000,"load_factor=0.7000;collisions=2015;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search,2,44,0.000151808,9000,"load_factor=0.7000;total_probes=18949;max_cluster=77","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search,3,45,0.000081683,9000,"load_factor=0.7000;collisions=2013;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search,3,45,0.000144716,9000,"load_factor=0.7000;total_probes=20073;max_cluster=61","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search,4,46,0.000080103,9000,"load_factor=0.7000;collisions=1974;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search,4,46,0.000143934,9000,"load_factor=0.7000;total_probes=19474;max_cluster=54","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search,0,42,0.000091852,10000,"load_factor=0.7000;collisions=2203;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search,0,42,0.000177841,10000,"load_factor=0.7000;total_probes=22606;max_cluster=74","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search,1,43,0.000089084,10000,"load_factor=0.7000;collisions=2237;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search,1,43,0.000168523,10000,"load_factor=0.7000;total_probes=21200;max_cluster=64","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search,2,44,0.000089158,10000,"load_factor=0.7000;collisions=2219;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search,2,44,0.000157799,10000,"load_factor=0.7000;total_probes=21165;max_cluster=72","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search,3,45,0.000104015,10000,"load_factor=0.7000;collisions=2248;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search,3,45,0.000192405,10000,"load_factor=0.7000;total_probes=21704;max_cluster=62","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search,4,46,0.000093477,10000,"load_factor=0.7000;collisions=2216;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search,4,46,0.000160416,10000,"load_factor=0.7000;total_probes=21379;max_cluster=77","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search,0,42,0.000182442,20000,"load_factor=0.7000;collisions=4395;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search,0,42,0.000328821,20000,"load_factor=0.7000;total_probes=43485;max_cluster=85","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search,1,43,0.000182831,20000,"load_factor=0.7000;collisions=4398;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search,1,43,0.000316713,20000,"load_factor=0.7000;total_probes=43413;max_cluster=84","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search,2,44,0.000187063,20000,"load_factor=0.7000;collisions=4564;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search,2,44,0.000333523,20000,"load_factor=0.7000;total_probes=42825;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search,3,45,0.000191802,20000,"load_factor=0.7000;collisions=4427;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search,3,45,0.000330986,20000,"load_factor=0.7000;total_probes=43351;max_cluster=82","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search,4,46,0.000185054,20000,"load_factor=0.7000;collisions=4449;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search,4,46,0.000326878,20000,"load_factor=0.7000;total_probes=43183;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search,0,42,0.000311692,30000,"load_factor=0.7000;collisions=6663;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search,0,42,0.000417131,30000,"load_factor=0.7000;total_probes=64425;max_cluster=94","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search,1,43,0.000281684,30000,"load_factor=0.7000;collisions=6608;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search,1,43,0.000462640,30000,"load_factor=0.7000;total_probes=63850;max_cluster=103","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search,2,44,0.000291657,30000,"load_factor=0.7000;collisions=6717;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search,2,44,0.000628210,30000,"load_factor=0.7000;total_probes=64748;max_cluster=128","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search,3,45,0.000292955,30000,"load_factor=0.7000;collisions=6659;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search,3,45,0.000489636,30000,"load_factor=0.7000;total_probes=66616;max_cluster=105","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search,4,46,0.000339877,30000,"load_factor=0.7000;collisions=6679;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search,4,46,0.000526291,30000,"load_factor=0.7000;total_probes=65998;max_cluster=90","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search,0,42,0.000533109,40000,"load_factor=0.7000;collisions=8907;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search,0,42,0.000855870,40000,"load_factor=0.7000;total_probes=86252;max_cluster=99","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search,1,43,0.000486815,40000,"load_factor=0.7000;collisions=8892;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search,1,43,0.000838813,40000,"load_factor=0.7000;total_probes=87848;max_cluster=89","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search,2,44,0.000554823,40000,"load_factor=0.7000;collisions=8962;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search,2,44,0.000815269,40000,"load_factor=0.7000;total_probes=87973;max_cluster=113","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search,3,45,0.000475080,40000,"load_factor=0.7000;collisions=8929;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search,3,45,0.000728469,40000,"load_factor=0.7000;total_probes=87324;max_cluster=136","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search,4,46,0.000407683,40000,"load_factor=0.7000;collisions=8925;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search,4,46,0.000655643,40000,"load_factor=0.7000;total_probes=86804;max_cluster=88","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search,0,42,0.000488718,50000,"load_factor=0.7000;collisions=11038;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search,0,42,0.000893377,50000,"load_factor=0.7000;total_probes=106844;max_cluster=80","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search,1,43,0.000491254,50000,"load_factor=0.7000;collisions=11121;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search,1,43,0.000809788,50000,"load_factor=0.7000;total_probes=109201;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search,2,44,0.000514101,50000,"load_factor=0.7000;collisions=11168;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search,2,44,0.001048529,50000,"load_factor=0.7000;total_probes=110309;max_cluster=144","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search,3,45,0.000496144,50000,"load_factor=0.7000;collisions=11081;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search,3,45,0.000787473,50000,"load_factor=0.7000;total_probes=108216;max_cluster=118","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search,4,46,0.000544629,50000,"load_factor=0.7000;collisions=11220;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search,4,46,0.000892482,50000,"load_factor=0.7000;total_probes=109908;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search,0,42,0.000672102,60000,"load_factor=0.7000;collisions=13325;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search,0,42,0.000989073,60000,"load_factor=0.7000;total_probes=127238;max_cluster=72","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search,1,43,0.000629337,60000,"load_factor=0.7000;collisions=13350;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search,1,43,0.000981450,60000,"load_factor=0.7000;total_probes=128790;max_cluster=117","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search,2,44,0.000618678,60000,"load_factor=0.7000;collisions=13426;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search,2,44,0.001028249,60000,"load_factor=0.7000;total_probes=132725;max_cluster=159","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search,3,45,0.000681986,60000,"load_factor=0.7000;collisions=13405;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search,3,45,0.001001033,60000,"load_factor=0.7000;total_probes=130739;max_cluster=114","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search,4,46,0.000588681,60000,"load_factor=0.7000;collisions=13410;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search,4,46,0.000971801,60000,"load_factor=0.7000;total_probes=131663;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search,0,42,0.001173371,70000,"load_factor=0.7000;collisions=15476;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search,0,42,0.001098315,70000,"load_factor=0.7000;total_probes=148094;max_cluster=87","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search,1,43,0.000778341,70000,"load_factor=0.7000;collisions=15582;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search,1,43,0.001290723,70000,"load_factor=0.7000;total_probes=151747;max_cluster=121","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search,2,44,0.000790574,70000,"load_factor=0.7000;collisions=15517;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search,2,44,0.001032873,70000,"load_factor=0.7000;total_probes=152606;max_cluster=149","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search,3,45,0.001233670,70000,"load_factor=0.7000;collisions=15504;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search,3,45,0.001109617,70000,"load_factor=0.7000;total_probes=151342;max_cluster=92","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search,4,46,0.000676086,70000,"load_factor=0.7000;collisions=15685;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search,4,46,0.002034417,70000,"load_factor=0.7000;total_probes=152225;max_cluster=104","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
80000,chaining,search,0,42,0.000864970,80000,"load_factor=0.7000;collisions=17902;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
80000,open_addressing,search,0,42,0.001221546,80000,"load_factor=0.7000;total_probes=171305;max_cluster=89","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
80000,chaining,search,1,43,0.000829606,80000,"load_factor=0.7000;collisions=17720;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
80000,open_addressing,search,1,43,0.001311415,80000,"load_factor=0.7000;total_probes=173898;max_cluster=92","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
