size,algorithm,data_type,run_index,seed,time_s,comparisons,metadata,hostname,cpu_info,compiler_info,timestamp
1000,chaining,search_miss,4,46,0.000017700,78,"load_factor=0.7003;collisions=225;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
1000,open_addressing,search_miss,4,46,0.000034111,78,"load_factor=0.7003;total_probes=2078;max_cluster=45","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search_miss,0,42,0.000035746,187,"load_factor=0.7000;collisions=447;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search_miss,0,42,0.000102313,187,"load_factor=0.7000;total_probes=4489;max_cluster=65","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search_miss,1,43,0.000035371,201,"load_factor=0.7000;collisions=454;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search_miss,1,43,0.000066910,201,"load_factor=0.7000;total_probes=3954;max_cluster=49","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search_miss,2,44,0.000033716,186,"load_factor=0.7000;collisions=460;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search_miss,2,44,0.000069815,186,"load_factor=0.7000;total_probes=4316;max_cluster=68","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search_miss,3,45,0.000033686,218,"load_factor=0.7000;collisions=437;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search_miss,3,45,0.000067432,218,"load_factor=0.7000;total_probes=4118;max_cluster=59","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,chaining,search_miss,4,46,0.000035601,184,"load_factor=0.7000;collisions=452;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
2000,open_addressing,search_miss,4,46,0.000071651,184,"load_factor=0.7000;total_probes=4066;max_cluster=37","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search_miss,0,42,0.000055671,260,"load_factor=0.7001;collisions=679;max_chain=4","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search_miss,0,42,0.000128087,260,"load_factor=0.7001;total_probes=6985;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search_miss,1,43,0.000058802,301,"load_factor=0.7001;collisions=664;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search_miss,1,43,0.000107997,301,"load_factor=0.7001;total_probes=6316;max_cluster=43","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search_miss,2,44,0.000048284,276,"load_factor=0.7001;collisions=655;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search_miss,2,44,0.000090584,276,"load_factor=0.7001;total_probes=6383;max_cluster=70","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search_miss,3,45,0.000050135,271,"load_factor=0.7001;collisions=667;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search_miss,3,45,0.000092650,271,"load_factor=0.7001;total_probes=6465;max_cluster=61","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,chaining,search_miss,4,46,0.000038768,262,"load_factor=0.7001;collisions=683;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
3000,open_addressing,search_miss,4,46,0.000102830,262,"load_factor=0.7001;total_probes=6513;max_cluster=63","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search_miss,0,42,0.000069507,388,"load_factor=0.7000;collisions=914;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search_miss,0,42,0.000140223,388,"load_factor=0.7000;total_probes=9405;max_cluster=120","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search_miss,1,43,0.000065008,399,"load_factor=0.7000;collisions=874;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search_miss,1,43,0.000115574,399,"load_factor=0.7000;total_probes=8240;max_cluster=54","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search_miss,2,44,0.000062648,364,"load_factor=0.7000;collisions=881;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search_miss,2,44,0.000123836,364,"load_factor=0.7000;total_probes=8526;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search_miss,3,45,0.000062309,385,"load_factor=0.7000;collisions=915;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search_miss,3,45,0.000133693,385,"load_factor=0.7000;total_probes=8537;max_cluster=56","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,chaining,search_miss,4,46,0.000065415,370,"load_factor=0.7000;collisions=916;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
4000,open_addressing,search_miss,4,46,0.000135620,370,"load_factor=0.7000;total_probes=8501;max_cluster=65","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search_miss,0,42,0.000079688,486,"load_factor=0.7001;collisions=1111;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search_miss,0,42,0.000158024,486,"load_factor=0.7001;total_probes=11739;max_cluster=132","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search_miss,1,43,0.000074367,483,"load_factor=0.7001;collisions=1099;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search_miss,1,43,0.000136028,483,"load_factor=0.7001;total_probes=10546;max_cluster=60","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search_miss,2,44,0.000076602,471,"load_factor=0.7001;collisions=1118;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search_miss,2,44,0.000146456,471,"load_factor=0.7001;total_probes=10655;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search_miss,3,45,0.000113857,510,"load_factor=0.7001;collisions=1115;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search_miss,3,45,0.000170033,510,"load_factor=0.7001;total_probes=10841;max_cluster=59","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,chaining,search_miss,4,46,0.000065652,476,"load_factor=0.7001;collisions=1089;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
5000,open_addressing,search_miss,4,46,0.000202449,476,"load_factor=0.7001;total_probes=10541;max_cluster=91","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search_miss,0,42,0.000089216,587,"load_factor=0.7000;collisions=1343;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search_miss,0,42,0.000185163,587,"load_factor=0.7000;total_probes=13852;max_cluster=98","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search_miss,1,43,0.000086322,537,"load_factor=0.7000;collisions=1356;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search_miss,1,43,0.000189985,537,"load_factor=0.7000;total_probes=12541;max_cluster=66","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search_miss,2,44,0.000127682,558,"load_factor=0.7000;collisions=1343;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search_miss,2,44,0.000174685,558,"load_factor=0.7000;total_probes=12843;max_cluster=89","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search_miss,3,45,0.000091345,587,"load_factor=0.7000;collisions=1348;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search_miss,3,45,0.000177407,587,"load_factor=0.7000;total_probes=12897;max_cluster=70","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,chaining,search_miss,4,46,0.000098250,576,"load_factor=0.7000;collisions=1338;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
6000,open_addressing,search_miss,4,46,0.000184113,576,"load_factor=0.7000;total_probes=12946;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search_miss,0,42,0.000121035,681,"load_factor=0.7000;collisions=1530;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search_miss,0,42,0.000226701,681,"load_factor=0.7000;total_probes=15944;max_cluster=103","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search_miss,1,43,0.000143747,655,"load_factor=0.7000;collisions=1550;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search_miss,1,43,0.000215488,655,"load_factor=0.7000;total_probes=14846;max_cluster=89","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search_miss,2,44,0.000106019,637,"load_factor=0.7000;collisions=1539;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search_miss,2,44,0.000220098,637,"load_factor=0.7000;total_probes=14972;max_cluster=69","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search_miss,3,45,0.000105620,669,"load_factor=0.7000;collisions=1575;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search_miss,3,45,0.000225067,669,"load_factor=0.7000;total_probes=15601;max_cluster=54","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,chaining,search_miss,4,46,0.000106899,643,"load_factor=0.7000;collisions=1591;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
7000,open_addressing,search_miss,4,46,0.000217852,643,"load_factor=0.7000;total_probes=14647;max_cluster=59","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search_miss,0,42,0.000124665,772,"load_factor=0.7000;collisions=1792;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search_miss,0,42,0.000247540,772,"load_factor=0.7000;total_probes=17920;max_cluster=76","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search_miss,1,43,0.000137570,755,"load_factor=0.7000;collisions=1747;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search_miss,1,43,0.000245074,755,"load_factor=0.7000;total_probes=17089;max_cluster=74","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search_miss,2,44,0.000127010,748,"load_factor=0.7000;collisions=1766;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search_miss,2,44,0.000237840,748,"load_factor=0.7000;total_probes=17264;max_cluster=62","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search_miss,3,45,0.000123254,762,"load_factor=0.7000;collisions=1816;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search_miss,3,45,0.000233601,762,"load_factor=0.7000;total_probes=17804;max_cluster=57","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,chaining,search_miss,4,46,0.000144702,744,"load_factor=0.7000;collisions=1782;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
8000,open_addressing,search_miss,4,46,0.000255719,744,"load_factor=0.7000;total_probes=17171;max_cluster=64","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search_miss,0,42,0.000161818,833,"load_factor=0.7000;collisions=2022;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search_miss,0,42,0.000335506,833,"load_factor=0.7000;total_probes=20843;max_cluster=117","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search_miss,1,43,0.000181894,851,"load_factor=0.7000;collisions=1998;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search_miss,1,43,0.000357668,851,"load_factor=0.7000;total_probes=19261;max_cluster=109","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search_miss,2,44,0.000271236,843,"load_factor=0.7000;collisions=2015;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search_miss,2,44,0.000264217,843,"load_factor=0.7000;total_probes=18949;max_cluster=77","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search_miss,3,45,0.000129202,863,"load_factor=0.7000;collisions=2013;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search_miss,3,45,0.000268434,863,"load_factor=0.7000;total_probes=20073;max_cluster=61","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,chaining,search_miss,4,46,0.000133208,876,"load_factor=0.7000;collisions=1974;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
9000,open_addressing,search_miss,4,46,0.000311844,876,"load_factor=0.7000;total_probes=19474;max_cluster=54","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search_miss,0,42,0.000149412,934,"load_factor=0.7000;collisions=2203;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search_miss,0,42,0.000328583,934,"load_factor=0.7000;total_probes=22606;max_cluster=74","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search_miss,1,43,0.000149892,978,"load_factor=0.7000;collisions=2237;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search_miss,1,43,0.000372009,978,"load_factor=0.7000;total_probes=21200;max_cluster=64","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search_miss,2,44,0.000153947,911,"load_factor=0.7000;collisions=2219;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search_miss,2,44,0.000301412,911,"load_factor=0.7000;total_probes=21165;max_cluster=72","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search_miss,3,45,0.000166328,956,"load_factor=0.7000;collisions=2248;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search_miss,3,45,0.000328668,956,"load_factor=0.7000;total_probes=21704;max_cluster=62","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,chaining,search_miss,4,46,0.000156560,956,"load_factor=0.7000;collisions=2216;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
10000,open_addressing,search_miss,4,46,0.000327136,956,"load_factor=0.7000;total_probes=21379;max_cluster=77","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search_miss,0,42,0.000455510,1892,"load_factor=0.7000;collisions=4395;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search_miss,0,42,0.000650442,1892,"load_factor=0.7000;total_probes=43485;max_cluster=85","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search_miss,1,43,0.000329692,1883,"load_factor=0.7000;collisions=4398;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search_miss,1,43,0.000674910,1883,"load_factor=0.7000;total_probes=43413;max_cluster=84","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search_miss,2,44,0.000405194,1848,"load_factor=0.7000;collisions=4564;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search_miss,2,44,0.000702145,1848,"load_factor=0.7000;total_probes=42825;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search_miss,3,45,0.000330808,1944,"load_factor=0.7000;collisions=4427;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search_miss,3,45,0.000700550,1944,"load_factor=0.7000;total_probes=43351;max_cluster=82","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,chaining,search_miss,4,46,0.000349837,1972,"load_factor=0.7000;collisions=4449;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
20000,open_addressing,search_miss,4,46,0.000640086,1972,"load_factor=0.7000;total_probes=43183;max_cluster=71","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search_miss,0,42,0.000764512,2808,"load_factor=0.7000;collisions=6663;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search_miss,0,42,0.001025750,2808,"load_factor=0.7000;total_probes=64425;max_cluster=94","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search_miss,1,43,0.000548138,2787,"load_factor=0.7000;collisions=6608;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search_miss,1,43,0.000964928,2787,"load_factor=0.7000;total_probes=63850;max_cluster=103","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search_miss,2,44,0.000516909,2846,"load_factor=0.7000;collisions=6717;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search_miss,2,44,0.000968531,2846,"load_factor=0.7000;total_probes=64748;max_cluster=128","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search_miss,3,45,0.000503098,2873,"load_factor=0.7000;collisions=6659;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search_miss,3,45,0.000969313,2873,"load_factor=0.7000;total_probes=66616;max_cluster=105","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,chaining,search_miss,4,46,0.000504922,2891,"load_factor=0.7000;collisions=6679;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
30000,open_addressing,search_miss,4,46,0.000972676,2891,"load_factor=0.7000;total_probes=65998;max_cluster=90","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search_miss,0,42,0.000758572,3823,"load_factor=0.7000;collisions=8907;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search_miss,0,42,0.001308334,3823,"load_factor=0.7000;total_probes=86252;max_cluster=99","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search_miss,1,43,0.000765062,3847,"load_factor=0.7000;collisions=8892;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search_miss,1,43,0.001302736,3847,"load_factor=0.7000;total_probes=87848;max_cluster=89","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search_miss,2,44,0.000920290,3789,"load_factor=0.7000;collisions=8962;max_chain=5","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search_miss,2,44,0.001662178,3789,"load_factor=0.7000;total_probes=87973;max_cluster=113","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search_miss,3,45,0.000905197,3861,"load_factor=0.7000;collisions=8929;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search_miss,3,45,0.001360502,3861,"load_factor=0.7000;total_probes=87324;max_cluster=136","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,chaining,search_miss,4,46,0.000942367,3822,"load_factor=0.7000;collisions=8925;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
40000,open_addressing,search_miss,4,46,0.001366435,3822,"load_factor=0.7000;total_probes=86804;max_cluster=88","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search_miss,0,42,0.001094218,4811,"load_factor=0.7000;collisions=11038;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search_miss,0,42,0.001810157,4811,"load_factor=0.7000;total_probes=106844;max_cluster=80","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search_miss,1,43,0.000987915,4812,"load_factor=0.7000;collisions=11121;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search_miss,1,43,0.001570117,4812,"load_factor=0.7000;total_probes=109201;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search_miss,2,44,0.000963818,4789,"load_factor=0.7000;collisions=11168;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search_miss,2,44,0.001727547,4789,"load_factor=0.7000;total_probes=110309;max_cluster=144","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search_miss,3,45,0.000995124,4683,"load_factor=0.7000;collisions=11081;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search_miss,3,45,0.001700210,4683,"load_factor=0.7000;total_probes=108216;max_cluster=118","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,chaining,search_miss,4,46,0.000984582,4870,"load_factor=0.7000;collisions=11220;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
50000,open_addressing,search_miss,4,46,0.001765247,4870,"load_factor=0.7000;total_probes=109908;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search_miss,0,42,0.001251380,5739,"load_factor=0.7000;collisions=13325;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search_miss,0,42,0.002028238,5739,"load_factor=0.7000;total_probes=127238;max_cluster=72","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search_miss,1,43,0.001232627,5733,"load_factor=0.7000;collisions=13350;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search_miss,1,43,0.002067211,5733,"load_factor=0.7000;total_probes=128790;max_cluster=117","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search_miss,2,44,0.001223318,5595,"load_factor=0.7000;collisions=13426;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search_miss,2,44,0.002124645,5595,"load_factor=0.7000;total_probes=132725;max_cluster=159","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search_miss,3,45,0.001271525,5679,"load_factor=0.7000;collisions=13405;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search_miss,3,45,0.002103267,5679,"load_factor=0.7000;total_probes=130739;max_cluster=114","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,chaining,search_miss,4,46,0.001221021,5816,"load_factor=0.7000;collisions=13410;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
60000,open_addressing,search_miss,4,46,0.002104218,5816,"load_factor=0.7000;total_probes=131663;max_cluster=95","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search_miss,0,42,0.001913063,6668,"load_factor=0.7000;collisions=15476;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search_miss,0,42,0.002940504,6668,"load_factor=0.7000;total_probes=148094;max_cluster=87","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search_miss,1,43,0.001488652,6680,"load_factor=0.7000;collisions=15582;max_chain=6","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search_miss,1,43,0.002440643,6680,"load_factor=0.7000;total_probes=151747;max_cluster=121","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search_miss,2,44,0.001706420,6679,"load_factor=0.7000;collisions=15517;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search_miss,2,44,0.002859695,6679,"load_factor=0.7000;total_probes=152606;max_cluster=149","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search_miss,3,45,0.002053342,6696,"load_factor=0.7000;collisions=15504;max_chain=8","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search_miss,3,45,0.003452935,6696,"load_factor=0.7000;total_probes=151342;max_cluster=92","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,chaining,search_miss,4,46,0.001964142,6806,"load_factor=0.7000;collisions=15685;max_chain=7","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
70000,open_addressing,search_miss,4,46,0.003514497,6806,"load_factor=0.7000;total_probes=152225;max_cluster=104","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:39:37"
