size,algorithm,data_type,run_index,seed,time_s,comparisons,metadata,hostname,cpu_info,compiler_info,timestamp
1000000,linear_probing,insert,3,45,0.027451834,2172634,"load_factor=0.7000;probes=2172634;avg_probes=2.17;max_cluster=141","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000000,double_hashing,insert,3,45,0.037739352,1737841,"load_factor=0.7000;probes=1737841;avg_probes=1.74;max_cluster=36","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000000,linear_probing,insert,4,46,0.030148941,2162449,"load_factor=0.7000;probes=2162449;avg_probes=2.16;max_cluster=130","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000000,double_hashing,insert,4,46,0.042883168,1734569,"load_factor=0.7000;probes=1734569;avg_probes=1.73;max_cluster=37","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,linear_probing,search,0,42,0.000017348,1931,"load_factor=0.7003;avg_probes=2.12;max_cluster=31;probes=1931","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,double_hashing,search,0,42,0.000021899,1669,"load_factor=0.7003;avg_probes=1.79;max_cluster=18;probes=1669","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,linear_probing,search,1,43,0.000016614,1807,"load_factor=0.7003;avg_probes=1.94;max_cluster=41;probes=1807","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,double_hashing,search,1,43,0.000023038,1675,"load_factor=0.7003;avg_probes=1.76;max_cluster=14;probes=1675","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,linear_probing,search,2,44,0.000016895,1942,"load_factor=0.7003;avg_probes=2.08;max_cluster=40;probes=1942","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,double_hashing,search,2,44,0.000021877,1633,"load_factor=0.7003;avg_probes=1.73;max_cluster=15;probes=1633","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,linear_probing,search,3,45,0.000018213,2100,"load_factor=0.7003;avg_probes=2.26;max_cluster=47;probes=2100","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,double_hashing,search,3,45,0.000025799,3080,"load_factor=0.6996;avg_probes=1.77;max_cluster=16;probes=3080","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,linear_probing,search,4,46,0.000016894,1916,"load_factor=0.7003;avg_probes=2.08;max_cluster=45;probes=1916","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
1000,double_hashing,search,4,46,0.000024994,3061,"load_factor=0.6996;avg_probes=1.77;max_cluster=16;probes=3061","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,linear_probing,search,0,42,0.000033943,4080,"load_factor=0.7000;avg_probes=2.24;max_cluster=65;probes=4080","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,double_hashing,search,0,42,0.000043054,3406,"load_factor=0.7000;avg_probes=1.79;max_cluster=17;probes=3406","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,linear_probing,search,1,43,0.000032507,3682,"load_factor=0.7000;avg_probes=1.98;max_cluster=49;probes=3682","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,double_hashing,search,1,43,0.000042517,3309,"load_factor=0.7000;avg_probes=1.75;max_cluster=17;probes=3309","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,linear_probing,search,2,44,0.000037626,3941,"load_factor=0.7000;avg_probes=2.16;max_cluster=68;probes=3941","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,double_hashing,search,2,44,0.000042934,3330,"load_factor=0.7000;avg_probes=1.77;max_cluster=18;probes=3330","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,linear_probing,search,3,45,0.000033216,3789,"load_factor=0.7000;avg_probes=2.06;max_cluster=59;probes=3789","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,double_hashing,search,3,45,0.000041229,3248,"load_factor=0.7000;avg_probes=1.75;max_cluster=20;probes=3248","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,linear_probing,search,4,46,0.000032995,3780,"load_factor=0.7000;avg_probes=2.03;max_cluster=37;probes=3780","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
2000,double_hashing,search,4,46,0.000042229,3230,"load_factor=0.7000;avg_probes=1.72;max_cluster=17;probes=3230","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,linear_probing,search,0,42,0.000052648,6442,"load_factor=0.7001;avg_probes=2.33;max_cluster=95;probes=6442","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,double_hashing,search,0,42,0.000074454,5013,"load_factor=0.7001;avg_probes=1.78;max_cluster=19;probes=5013","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,linear_probing,search,1,43,0.000050220,5814,"load_factor=0.7001;avg_probes=2.11;max_cluster=43;probes=5814","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,double_hashing,search,1,43,0.000062756,4862,"load_factor=0.7001;avg_probes=1.73;max_cluster=33;probes=4862","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,linear_probing,search,2,44,0.000051740,5882,"load_factor=0.7001;avg_probes=2.13;max_cluster=70;probes=5882","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,double_hashing,search,2,44,0.000063671,4873,"load_factor=0.7001;avg_probes=1.73;max_cluster=24;probes=4873","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,linear_probing,search,3,45,0.000050211,5917,"load_factor=0.7001;avg_probes=2.15;max_cluster=61;probes=5917","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,double_hashing,search,3,45,0.000062124,4747,"load_factor=0.7001;avg_probes=1.70;max_cluster=28;probes=4747","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,linear_probing,search,4,46,0.000051965,6093,"load_factor=0.7001;avg_probes=2.17;max_cluster=63;probes=6093","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
3000,double_hashing,search,4,46,0.000064240,4983,"load_factor=0.6999;avg_probes=1.77;max_cluster=19;probes=4983","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,linear_probing,search,0,42,0.000069114,8607,"load_factor=0.7000;avg_probes=2.35;max_cluster=120;probes=8607","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,double_hashing,search,0,42,0.000083331,6640,"load_factor=0.7000;avg_probes=1.76;max_cluster=25;probes=6640","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,linear_probing,search,1,43,0.000064724,7574,"load_factor=0.7000;avg_probes=2.06;max_cluster=54;probes=7574","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,double_hashing,search,1,43,0.000084108,6426,"load_factor=0.7000;avg_probes=1.71;max_cluster=36;probes=6426","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,linear_probing,search,2,44,0.000069414,7783,"load_factor=0.7000;avg_probes=2.13;max_cluster=71;probes=7783","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,double_hashing,search,2,44,0.000098431,12262,"load_factor=0.6999;avg_probes=1.76;max_cluster=19;probes=12262","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,linear_probing,search,3,45,0.000079354,7893,"load_factor=0.7000;avg_probes=2.13;max_cluster=56;probes=7893","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,double_hashing,search,3,45,0.000086069,6544,"load_factor=0.7000;avg_probes=1.75;max_cluster=23;probes=6544","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,linear_probing,search,4,46,0.000069957,7840,"load_factor=0.7000;avg_probes=2.13;max_cluster=65;probes=7840","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
4000,double_hashing,search,4,46,0.000087405,6635,"load_factor=0.7000;avg_probes=1.77;max_cluster=17;probes=6635","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,linear_probing,search,0,42,0.000090574,10829,"load_factor=0.7001;avg_probes=2.35;max_cluster=132;probes=10829","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,double_hashing,search,0,42,0.000123721,15331,"load_factor=0.6998;avg_probes=1.74;max_cluster=24;probes=15331","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,linear_probing,search,1,43,0.000087147,9787,"load_factor=0.7001;avg_probes=2.11;max_cluster=60;probes=9787","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,double_hashing,search,1,43,0.000120311,7984,"load_factor=0.7001;avg_probes=1.71;max_cluster=17;probes=7984","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,linear_probing,search,2,44,0.000086239,9896,"load_factor=0.7001;avg_probes=2.13;max_cluster=71;probes=9896","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,double_hashing,search,2,44,0.000106555,8184,"load_factor=0.7001;avg_probes=1.75;max_cluster=25;probes=8184","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,linear_probing,search,3,45,0.000088071,10068,"load_factor=0.7001;avg_probes=2.17;max_cluster=59;probes=10068","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,double_hashing,search,3,45,0.000105698,8227,"load_factor=0.7001;avg_probes=1.75;max_cluster=24;probes=8227","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,linear_probing,search,4,46,0.000083664,9710,"load_factor=0.7001;avg_probes=2.11;max_cluster=91;probes=9710","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
5000,double_hashing,search,4,46,0.000107347,8127,"load_factor=0.7001;avg_probes=1.73;max_cluster=22;probes=8127","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,linear_probing,search,0,42,0.000105009,12885,"load_factor=0.7000;avg_probes=2.31;max_cluster=98;probes=12885","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,double_hashing,search,0,42,0.000117955,9878,"load_factor=0.7000;avg_probes=1.75;max_cluster=22;probes=9878","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,linear_probing,search,1,43,0.000100136,11456,"load_factor=0.7000;avg_probes=2.09;max_cluster=66;probes=11456","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,double_hashing,search,1,43,0.000119367,9798,"load_factor=0.7000;avg_probes=1.74;max_cluster=25;probes=9798","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,linear_probing,search,2,44,0.000109888,11813,"load_factor=0.7000;avg_probes=2.14;max_cluster=89;probes=11813","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,double_hashing,search,2,44,0.000119877,9699,"load_factor=0.7000;avg_probes=1.72;max_cluster=23;probes=9699","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,linear_probing,search,3,45,0.000104588,11850,"load_factor=0.7000;avg_probes=2.15;max_cluster=70;probes=11850","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,double_hashing,search,3,45,0.000118668,9833,"load_factor=0.7000;avg_probes=1.74;max_cluster=25;probes=9833","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,linear_probing,search,4,46,0.000169194,12054,"load_factor=0.7000;avg_probes=2.16;max_cluster=71;probes=12054","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
6000,double_hashing,search,4,46,0.000120255,9828,"load_factor=0.7000;avg_probes=1.74;max_cluster=21;probes=9828","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,linear_probing,search,0,42,0.000123039,14764,"load_factor=0.7000;avg_probes=2.28;max_cluster=103;probes=14764","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,double_hashing,search,0,42,0.000154827,11584,"load_factor=0.7000;avg_probes=1.75;max_cluster=24;probes=11584","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,linear_probing,search,1,43,0.000120347,13766,"load_factor=0.7000;avg_probes=2.12;max_cluster=89;probes=13766","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,double_hashing,search,1,43,0.000153802,11535,"load_factor=0.7000;avg_probes=1.75;max_cluster=24;probes=11535","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,linear_probing,search,2,44,0.000131315,13857,"load_factor=0.7000;avg_probes=2.14;max_cluster=69;probes=13857","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,double_hashing,search,2,44,0.000149617,11338,"load_factor=0.6998;avg_probes=1.73;max_cluster=27;probes=11338","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,linear_probing,search,3,45,0.000127761,14377,"load_factor=0.7000;avg_probes=2.23;max_cluster=54;probes=14377","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,double_hashing,search,3,45,0.000154310,11403,"load_factor=0.7000;avg_probes=1.74;max_cluster=28;probes=11403","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,linear_probing,search,4,46,0.000120218,13555,"load_factor=0.7000;avg_probes=2.09;max_cluster=59;probes=13555","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
7000,double_hashing,search,4,46,0.000155843,11511,"load_factor=0.7000;avg_probes=1.76;max_cluster=19;probes=11511","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,linear_probing,search,0,42,0.000166504,16534,"load_factor=0.7000;avg_probes=2.24;max_cluster=76;probes=16534","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,double_hashing,search,0,42,0.000178606,13157,"load_factor=0.7000;avg_probes=1.75;max_cluster=29;probes=13157","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,linear_probing,search,1,43,0.000141236,15728,"load_factor=0.7000;avg_probes=2.14;max_cluster=74;probes=15728","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,double_hashing,search,1,43,0.000175410,13025,"load_factor=0.7000;avg_probes=1.74;max_cluster=28;probes=13025","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,linear_probing,search,2,44,0.000139529,15999,"load_factor=0.7000;avg_probes=2.16;max_cluster=62;probes=15999","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,double_hashing,search,2,44,0.000176348,13050,"load_factor=0.7000;avg_probes=1.74;max_cluster=28;probes=13050","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,linear_probing,search,3,45,0.000140596,16400,"load_factor=0.7000;avg_probes=2.23;max_cluster=57;probes=16400","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,double_hashing,search,3,45,0.000182866,13180,"load_factor=0.7000;avg_probes=1.75;max_cluster=18;probes=13180","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,linear_probing,search,4,46,0.000147857,15828,"load_factor=0.7000;avg_probes=2.15;max_cluster=64;probes=15828","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
8000,double_hashing,search,4,46,0.000177855,13116,"load_factor=0.7000;avg_probes=1.74;max_cluster=20;probes=13116","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,linear_probing,search,0,42,0.000160783,19254,"load_factor=0.7000;avg_probes=2.32;max_cluster=117;probes=19254","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,double_hashing,search,0,42,0.000193393,14767,"load_factor=0.7000;avg_probes=1.75;max_cluster=32;probes=14767","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,linear_probing,search,1,43,0.000154518,17801,"load_factor=0.7000;avg_probes=2.14;max_cluster=109;probes=17801","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,double_hashing,search,1,43,0.000197371,14633,"load_factor=0.7000;avg_probes=1.73;max_cluster=24;probes=14633","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,linear_probing,search,2,44,0.000164769,17428,"load_factor=0.7000;avg_probes=2.11;max_cluster=77;probes=17428","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,double_hashing,search,2,44,0.000197407,14856,"load_factor=0.7000;avg_probes=1.77;max_cluster=24;probes=14856","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,linear_probing,search,3,45,0.000160623,18351,"load_factor=0.7000;avg_probes=2.23;max_cluster=61;probes=18351","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,double_hashing,search,3,45,0.000225248,14805,"load_factor=0.7000;avg_probes=1.75;max_cluster=25;probes=14805","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,linear_probing,search,4,46,0.000162243,18068,"load_factor=0.7000;avg_probes=2.16;max_cluster=54;probes=18068","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
9000,double_hashing,search,4,46,0.000195282,14705,"load_factor=0.7000;avg_probes=1.73;max_cluster=26;probes=14705","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,linear_probing,search,0,42,0.000175797,20924,"load_factor=0.7000;avg_probes=2.26;max_cluster=74;probes=20924","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,double_hashing,search,0,42,0.000220947,16329,"load_factor=0.7000;avg_probes=1.74;max_cluster=25;probes=16329","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,linear_probing,search,1,43,0.000184249,19720,"load_factor=0.7000;avg_probes=2.12;max_cluster=64;probes=19720","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,double_hashing,search,1,43,0.000227548,16404,"load_factor=0.7000;avg_probes=1.74;max_cluster=24;probes=16404","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,linear_probing,search,2,44,0.000174664,19508,"load_factor=0.7000;avg_probes=2.12;max_cluster=72;probes=19508","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,double_hashing,search,2,44,0.000226097,16383,"load_factor=0.7000;avg_probes=1.74;max_cluster=29;probes=16383","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,linear_probing,search,3,45,0.000178428,20179,"load_factor=0.7000;avg_probes=2.17;max_cluster=62;probes=20179","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,double_hashing,search,3,45,0.000222244,16525,"load_factor=0.7000;avg_probes=1.75;max_cluster=23;probes=16525","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,linear_probing,search,4,46,0.000181438,19826,"load_factor=0.7000;avg_probes=2.14;max_cluster=77;probes=19826","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
10000,double_hashing,search,4,46,0.000217036,16391,"load_factor=0.7000;avg_probes=1.74;max_cluster=27;probes=16391","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,linear_probing,search,0,42,0.000363170,40655,"load_factor=0.7000;avg_probes=2.17;max_cluster=85;probes=40655","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,double_hashing,search,0,42,0.000405327,32688,"load_factor=0.7000;avg_probes=1.73;max_cluster=31;probes=32688","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,linear_probing,search,1,43,0.000366377,40032,"load_factor=0.7000;avg_probes=2.17;max_cluster=84;probes=40032","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,double_hashing,search,1,43,0.000403633,32638,"load_factor=0.7000;avg_probes=1.74;max_cluster=26;probes=32638","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,linear_probing,search,2,44,0.000355225,39691,"load_factor=0.7000;avg_probes=2.14;max_cluster=95;probes=39691","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,double_hashing,search,2,44,0.000366846,32430,"load_factor=0.7000;avg_probes=1.72;max_cluster=26;probes=32430","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,linear_probing,search,3,45,0.000322615,40209,"load_factor=0.7000;avg_probes=2.17;max_cluster=82;probes=40209","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,double_hashing,search,3,45,0.000369326,32662,"load_factor=0.7000;avg_probes=1.73;max_cluster=23;probes=32662","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,linear_probing,search,4,46,0.000365828,39905,"load_factor=0.7000;avg_probes=2.16;max_cluster=71;probes=39905","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
20000,double_hashing,search,4,46,0.000481763,32533,"load_factor=0.7000;avg_probes=1.73;max_cluster=27;probes=32533","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,linear_probing,search,0,42,0.000580202,59426,"load_factor=0.7000;avg_probes=2.15;max_cluster=94;probes=59426","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,double_hashing,search,0,42,0.000736017,48755,"load_factor=0.7000;avg_probes=1.73;max_cluster=29;probes=48755","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,linear_probing,search,1,43,0.000521782,59166,"load_factor=0.7000;avg_probes=2.13;max_cluster=103;probes=59166","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,double_hashing,search,1,43,0.000671776,48545,"load_factor=0.7000;avg_probes=1.72;max_cluster=26;probes=48545","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,linear_probing,search,2,44,0.000670197,60138,"load_factor=0.7000;avg_probes=2.16;max_cluster=128;probes=60138","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,double_hashing,search,2,44,0.000883106,49463,"load_factor=0.7000;avg_probes=1.75;max_cluster=25;probes=49463","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,linear_probing,search,3,45,0.000535533,61636,"load_factor=0.7000;avg_probes=2.22;max_cluster=105;probes=61636","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,double_hashing,search,3,45,0.000810793,49375,"load_factor=0.7000;avg_probes=1.75;max_cluster=25;probes=49375","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,linear_probing,search,4,46,0.000535349,60824,"load_factor=0.7000;avg_probes=2.20;max_cluster=90;probes=60824","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
30000,double_hashing,search,4,46,0.000673525,49308,"load_factor=0.7000;avg_probes=1.75;max_cluster=26;probes=49308","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,linear_probing,search,0,42,0.000707478,79564,"load_factor=0.7000;avg_probes=2.16;max_cluster=99;probes=79564","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,double_hashing,search,0,42,0.001017976,122030,"load_factor=0.7000;avg_probes=1.73;max_cluster=31;probes=122030","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,linear_probing,search,1,43,0.000713629,81343,"load_factor=0.7000;avg_probes=2.20;max_cluster=89;probes=81343","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,double_hashing,search,1,43,0.001091316,65253,"load_factor=0.7000;avg_probes=1.73;max_cluster=27;probes=65253","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,linear_probing,search,2,44,0.000752584,81367,"load_factor=0.7000;avg_probes=2.20;max_cluster=113;probes=81367","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,double_hashing,search,2,44,0.000911009,65504,"load_factor=0.7000;avg_probes=1.74;max_cluster=31;probes=65504","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,linear_probing,search,3,45,0.000758150,80768,"load_factor=0.7000;avg_probes=2.18;max_cluster=136;probes=80768","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,double_hashing,search,3,45,0.000903120,65509,"load_factor=0.7000;avg_probes=1.74;max_cluster=35;probes=65509","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,linear_probing,search,4,46,0.000727250,80163,"load_factor=0.7000;avg_probes=2.17;max_cluster=88;probes=80163","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
40000,double_hashing,search,4,46,0.000919224,122360,"load_factor=0.7000;avg_probes=1.73;max_cluster=33;probes=122360","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
50000,linear_probing,search,0,42,0.000834186,99118,"load_factor=0.7000;avg_probes=2.14;max_cluster=80;probes=99118","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
50000,double_hashing,search,0,42,0.001035301,81455,"load_factor=0.7000;avg_probes=1.73;max_cluster=31;probes=81455","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
50000,linear_probing,search,1,43,0.000891418,101173,"load_factor=0.7000;avg_probes=2.18;max_cluster=95;probes=101173","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
50000,double_hashing,search,1,43,0.001089023,81938,"load_factor=0.7000;avg_probes=1.74;max_cluster=26;probes=81938","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
50000,linear_probing,search,2,44,0.000951394,101472,"load_factor=0.7000;avg_probes=2.21;max_cluster=144;probes=101472","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
50000,double_hashing,search,2,44,0.001109446,82537,"load_factor=0.7000;avg_probes=1.76;max_cluster=28;probes=82537","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 17:55:23"
