size,algorithm,run_index,seed,time_s,cutoff,block_size,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
256,strassen,2,44,0.09748873,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
2,blocked,0,42,0.00000037,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
2,blocked,1,43,0.00000008,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
2,blocked,2,44,0.00000005,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
4,blocked,0,42,0.00000019,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
4,blocked,1,43,0.00000007,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
4,blocked,2,44,0.00000006,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
8,blocked,0,42,0.00000033,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
8,blocked,1,43,0.00000029,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
8,blocked,2,44,0.00000029,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
16,blocked,0,42,0.00000166,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
16,blocked,1,43,0.00000146,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
16,blocked,2,44,0.00000142,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
32,blocked,0,42,0.00000995,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
32,blocked,1,43,0.00000943,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
32,blocked,2,44,0.00000938,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
64,blocked,0,42,0.00010011,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
64,blocked,1,43,0.00009937,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
64,blocked,2,44,0.00009972,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
128,blocked,0,42,0.00090106,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
128,blocked,1,43,0.00175571,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
128,blocked,2,44,0.00141513,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
256,blocked,0,42,0.01096672,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
256,blocked,1,43,0.01040676,64,64,-100,100,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:04","INOVAI-NB-8"
