size,algorithm,input_pattern,run_index,seed,time_s,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
2500,insertion_sort,ordered,2,44,0.00000317,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
5000,insertion_sort,ordered,0,42,0.00000379,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
5000,insertion_sort,ordered,1,43,0.00000378,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
5000,insertion_sort,ordered,2,44,0.00000378,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
7500,insertion_sort,ordered,0,42,0.00000578,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
7500,insertion_sort,ordered,1,43,0.00000567,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
7500,insertion_sort,ordered,2,44,0.00000566,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
10000,insertion_sort,ordered,0,42,0.00000756,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
10000,insertion_sort,ordered,1,43,0.00000754,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
10000,insertion_sort,ordered,2,44,0.00000756,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
100,quick_sort,ordered,0,42,0.00000940,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
100,quick_sort,ordered,1,43,0.00000380,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
100,quick_sort,ordered,2,44,0.00000360,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
500,quick_sort,ordered,0,42,0.00008099,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
500,quick_sort,ordered,1,43,0.00006846,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
500,quick_sort,ordered,2,44,0.00006828,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
1000,quick_sort,ordered,0,42,0.00026084,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
1000,quick_sort,ordered,1,43,0.00025064,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
1000,quick_sort,ordered,2,44,0.00031268,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
2500,quick_sort,ordered,0,42,0.00151901,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
2500,quick_sort,ordered,1,43,0.00132874,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
2500,quick_sort,ordered,2,44,0.00122640,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
5000,quick_sort,ordered,0,42,0.00549397,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
5000,quick_sort,ordered,1,43,0.00519350,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
5000,quick_sort,ordered,2,44,0.00603204,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
7500,quick_sort,ordered,0,42,0.01239930,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
7500,quick_sort,ordered,1,43,0.01339549,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
7500,quick_sort,ordered,2,44,0.01083604,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
10000,quick_sort,ordered,0,42,0.01988463,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
10000,quick_sort,ordered,1,43,0.02061951,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
10000,quick_sort,ordered,2,44,0.02231825,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
100,merge_sort,ordered,0,42,0.00000346,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
100,merge_sort,ordered,1,43,0.00000143,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
100,merge_sort,ordered,2,44,0.00000121,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:36:05","INOVAI-NB-8"
