size,data_structure,operation,run_index,seed,time_s,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
6000,queue,enqueue,0,42,0.00000406,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,queue,enqueue,1,43,0.00000402,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
6000,queue,enqueue,2,44,0.00000401,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,queue,enqueue,0,42,0.00000501,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,queue,enqueue,1,43,0.00000467,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
7000,queue,enqueue,2,44,0.00000468,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,queue,enqueue,0,42,0.00000533,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,queue,enqueue,1,43,0.00000539,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
8000,queue,enqueue,2,44,0.00000532,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
9000,queue,enqueue,0,42,0.00000601,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
9000,queue,enqueue,1,43,0.00000609,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
9000,queue,enqueue,2,44,0.00000606,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
10000,queue,enqueue,0,42,0.00000677,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
10000,queue,enqueue,1,43,0.00000989,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
10000,queue,enqueue,2,44,0.00000674,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
1000,my_vector,push_back,0,42,0.00003948,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
1000,my_vector,push_back,1,43,0.00006685,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
1000,my_vector,push_back,2,44,0.00005424,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
2000,my_vector,push_back,0,42,0.00023144,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
2000,my_vector,push_back,1,43,0.00032891,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 15:38:48","INOVAI-NB-8"
