size,algorithm,data_type,run_index,seed,time_s,comparisons,metadata,hostname,cpu_info,compiler_info,timestamp
40000,não simultaneo,random,2,44,0.000002577,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
40000,simultaneo,random,2,44,0.000008028,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
40000,não simultaneo,random,3,45,0.000002511,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
40000,simultaneo,random,3,45,0.000008034,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
40000,não simultaneo,random,4,46,0.000002574,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
40000,simultaneo,random,4,46,0.000008016,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,não simultaneo,random,0,42,0.000003811,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,simultaneo,random,0,42,0.000010016,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,não simultaneo,random,1,43,0.000003171,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,simultaneo,random,1,43,0.000016001,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,não simultaneo,random,2,44,0.000003186,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,simultaneo,random,2,44,0.000010003,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,não simultaneo,random,3,45,0.000003158,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,simultaneo,random,3,45,0.000010012,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,não simultaneo,random,4,46,0.000003153,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
50000,simultaneo,random,4,46,0.000010027,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,não simultaneo,random,0,42,0.000003719,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,simultaneo,random,0,42,0.000012006,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,não simultaneo,random,1,43,0.000003728,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,simultaneo,random,1,43,0.000012024,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,não simultaneo,random,2,44,0.000003734,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,simultaneo,random,2,44,0.000011983,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,não simultaneo,random,3,45,0.000003727,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,simultaneo,random,3,45,0.000012026,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,não simultaneo,random,4,46,0.000003737,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
60000,simultaneo,random,4,46,0.000011986,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,não simultaneo,random,0,42,0.000004437,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,simultaneo,random,0,42,0.000014312,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,não simultaneo,random,1,43,0.000004428,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,simultaneo,random,1,43,0.000014302,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,não simultaneo,random,2,44,0.000004502,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,simultaneo,random,2,44,0.000014588,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,não simultaneo,random,3,45,0.000004500,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,simultaneo,random,3,45,0.000014619,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,não simultaneo,random,4,46,0.000004546,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
70000,simultaneo,random,4,46,0.000014592,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,não simultaneo,random,0,42,0.000005796,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,simultaneo,random,0,42,0.000016357,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,não simultaneo,random,1,43,0.000008125,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,simultaneo,random,1,43,0.000019771,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,não simultaneo,random,2,44,0.000008810,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,simultaneo,random,2,44,0.000016699,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,não simultaneo,random,3,45,0.000005273,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,simultaneo,random,3,45,0.000016348,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,não simultaneo,random,4,46,0.000005393,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
80000,simultaneo,random,4,46,0.000016694,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,não simultaneo,random,0,42,0.000005863,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,simultaneo,random,0,42,0.000019178,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,não simultaneo,random,1,43,0.000005845,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,simultaneo,random,1,43,0.000022435,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,não simultaneo,random,2,44,0.000006385,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,simultaneo,random,2,44,0.000020007,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,não simultaneo,random,3,45,0.000007339,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,simultaneo,random,3,45,0.000019635,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,não simultaneo,random,4,46,0.000008199,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
90000,simultaneo,random,4,46,0.000020707,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,não simultaneo,random,0,42,0.000006865,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,simultaneo,random,0,42,0.000022385,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,não simultaneo,random,1,43,0.000007437,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,simultaneo,random,1,43,0.000022228,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,não simultaneo,random,2,44,0.000008460,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,simultaneo,random,2,44,0.000022038,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,não simultaneo,random,3,45,0.000007397,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,simultaneo,random,3,45,0.000034668,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,não simultaneo,random,4,46,0.000007600,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
100000,simultaneo,random,4,46,0.000022392,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,não simultaneo,random,0,42,0.000013458,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,simultaneo,random,0,42,0.000043617,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,não simultaneo,random,1,43,0.000017118,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,simultaneo,random,1,43,0.000043999,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,não simultaneo,random,2,44,0.000021444,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,simultaneo,random,2,44,0.000043613,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,não simultaneo,random,3,45,0.000022983,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,simultaneo,random,3,45,0.000043683,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,não simultaneo,random,4,46,0.000019635,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
200000,simultaneo,random,4,46,0.000042652,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,não simultaneo,random,0,42,0.000038210,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,simultaneo,random,0,42,0.000064269,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,não simultaneo,random,1,43,0.000022860,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,simultaneo,random,1,43,0.000065540,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,não simultaneo,random,2,44,0.000021905,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,simultaneo,random,2,44,0.000072123,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,não simultaneo,random,3,45,0.000020526,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,simultaneo,random,3,45,0.000068662,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,não simultaneo,random,4,46,0.000021303,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
300000,simultaneo,random,4,46,0.000068490,0,"","INOVAI-NB-8","CPU info","GCC 13.3.0","2025-10-06 15:41:41"
