size,data_structure,operation,run_index,seed,time_s,min_val,max_val,cpu_model,cpu_cores,compiler_version,os_info,timestamp,hostname
100000,vector,push_back,1,43,0.00029441,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
100000,vector,push_back,2,44,0.00029252,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
200000,vector,push_back,0,42,0.00067141,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
200000,vector,push_back,1,43,0.00061617,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
200000,vector,push_back,2,44,0.00064225,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
300000,vector,push_back,0,42,0.00099970,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
300000,vector,push_back,1,43,0.00115058,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
300000,vector,push_back,2,44,0.00092031,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
400000,vector,push_back,0,42,0.00155655,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
400000,vector,push_back,1,43,0.00113508,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
400000,vector,push_back,2,44,0.00113414,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
500000,vector,push_back,0,42,0.00146275,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
500000,vector,push_back,1,43,0.00147220,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
500000,vector,push_back,2,44,0.00122551,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
600000,vector,push_back,0,42,0.00186337,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
600000,vector,push_back,1,43,0.00210903,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
600000,vector,push_back,2,44,0.00202930,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
700000,vector,push_back,0,42,0.00245868,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
700000,vector,push_back,1,43,0.00225146,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
700000,vector,push_back,2,44,0.00243873,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
800000,vector,push_back,0,42,0.00258065,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
800000,vector,push_back,1,43,0.00248569,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
800000,vector,push_back,2,44,0.00247091,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
900000,vector,push_back,0,42,0.00283290,0,100000,"Unknown",22,"GCC 13.3.0","Linux 6.6.87.2-microsoft-standard-WSL2","2025-09-19 14:54:30","INOVAI-NB-8"
